Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada
959;9042008;3;5;11;33;39;57;0;0;138;53,764.00;7139;10393;675,674,586.00;0;8,500,000.00;0
960;12042008;6;18;19;33;34;53;0;0;73;1,529,906.00;4852;23018;871,120,148.00;0;11,000,000.00;0
961;16042008;2;4;16;21;36;53;0;0;81;1,533,015.00;7193;17263;1,088,425,008.00;0;13,000,000.00;0
962;19042008;2;11;40;48;49;55;1;1,327,250,839.00;41;3,328,583.00;3554;384;0;0;1,200,000.00;0
963;23042008;15;17;37;48;50;59;0;0;30;2,026,981.00;2644;22999;106,416,504.00;0;2,300,000.00;0
964;26042008;8;13;20;26;33;42;0;0;125;709,723.00;6128;14477;91,398,601.00;0;11,000,000.00;0
965;30042008;5;30;36;39;57;58;0;0;61;1,862,579.00;3934;28881;1,112,816,261.00;0;13,000,000.00;0
966;3052008;1;4;26;28;41;58;0;0;55;2,120,652.00;4397;26526;1,316,929,024.00;0;15,000,000.00;0
967;7052008;5;13;14;18;30;57;0;0;91;1,576,806.00;7445;19274;1,568,035,375.00;0;18,000,000.00;0
968;10052008;1;4;13;30;51;60;0;0;124;1,330,865.00;9572;17241;1,856,833,065.00;0;22,000,000.00;0
969;14052008;13;25;35;41;50;56;1;2,182,361,422.00;82;226,849.00;6898;26967;0;0;11,000,000.00;0
970;17052008;5;21;28;34;54;57;3;371,246,776.00;108;1,099,248.00;6144;19323;0;0;1,300,000.00;0
971;21052008;4;11;14;33;44;45;0;0;66;1,150,875.00;4390;17302;132,926,036.00;0;2,700,000.00;0
972;24052008;15;18;31;33;34;56;3;91,243,575.00;723;111,286.00;4082;19711;0;0;1,200,000.00;0
973;28052008;1;8;30;36;47;53;0;0;36;1,967,925.00;2274;31155;123,979,294.00;0;2,500,000.00;0
974;31052008;12;16;20;31;38;45;0;0;93;1,030,756.00;4213;22753;844,037,333.00;0;11,000,000.00;0
975;4062008;9;30;33;37;40;41;0;0;55;2,519,137.00;4524;30626;1,086,504,323.00;0;13,500,000.00;0
976;7062008;14;23;25;28;38;53;0;0;74;2,115,288.00;6395;24477;1,360,434,057.00;0;16,000,000.00;0
977;11062008;3;5;7;9;17;32;1;1,658,411,163.00;452;37,671.00;24482;6955;0;0;1,300,000.00;0
978;14062008;12;16;18;27;42;58;0;0;69;1,322,026.00;4616;19761;159,634,674.00;0;3,500,000.00;0
979;18062008;3;15;28;31;39;51;0;0;42;2,326,138.00;3714;26305;1,148,448,411.00;0;13,000,000.00;0
980;21062008;15;17;29;35;36;59;0;0;88;1,605,457.00;6837;20664;1,395,688,871.00;0;16,000,000.00;0
981;25062008;1;8;34;41;53;58;0;0;74;2,020,029.00;4974;30053;1,657,282,597.00;0;19,000,000.00;0
982;28062008;8;12;24;40;43;49;0;0;125;1,410,262.00;8510;20715;1,965,777,524.00;0;23,000,000.00;0
983;2072008;16;22;32;38;40;45;1;2,403,818,079.00;244;1,025,856.00;9930;25207;0;0;1,500,000.00;0
984;5072008;4;10;20;43;46;47;0;0;38;2,631,369.00;2643;37833;1,196,668,694.00;0;15,000,000.00;0
985;9072008;4;16;18;46;56;59;0;0;55;262,156.00;4846;29754;1,448,993,827.00;0;17,000,000.00;0
986;12072008;6;15;19;24;31;32;0;0;120;1,504,378.00;7953;22699;1,764,913,228.00;0;21,000,000.00;0
987;16072008;13;27;31;34;47;58;0;0;193;107,076.00;10923;18919;2,126,562,387.00;0;25,000,000.00;0
988;19072008;8;17;46;48;56;60;0;0;73;3,176,736.00;6874;33736;2,532,390,399.00;0;30,000,000.00;0
989;23072008;2;21;27;29;32;38;0;0;130;2,343,738.00;10296;29593;4,400,535,343.00;0;52,000,000.00;0
990;26072008;2;10;15;18;29;39;2;2,658,614,051.00;290;1,806,291.00;20863;25108;0;0;2,000,000.00;0
991;30072008;8;9;15;38;41;60;0;0;36;2,682,395.00;3028;31891;168,990,871.00;0;4,000,000.00;0
992;2082008;1;4;6;8;25;28;0;0;330;373,121.00;13216;9317;384,468,543.00;0;6,000,000.00;0
993;6082008;5;24;25;26;42;60;0;0;68;1,853,943.00;5121;24618;61,669,928.00;0;8,500,000.00;33,175,821.00
994;9082008;3;20;29;40;44;58;0;0;47;3,178,628.00;3838;38925;214,026,028.00;1;25,000,000.00;72,490,425.00
995;13082008;4;16;31;36;54;55;0;0;76;2,499,148.00;6790;27973;2,490,141,033.00;0;30,000,000.00;122,473,392.00
996;16082008;7;15;20;21;23;29;2;1,445,825,767.00;165;1,320,987.00;11901;18315;0;0;1,500,000.00;179,832,037.00
997;20082008;9;17;18;32;53;55;0;0;40;2,238,242.00;3203;27952;164,923,073.00;0;3,600,000.00;203,392,478.00
998;23082008;3;4;21;22;28;32;0;0;40;2,770,898.00;4526;24489;369,094,505.00;0;6,000,000.00;232,559,827.00
999;27082008;18;24;36;44;55;58;0;0;103;1,122,756.00;6681;17309;1,420,331,376.00;0;17,000,000.00;262,992,418.00
1000;30082008;29;38;39;49;53;58;0;0;41;4,245,122.00;3771;46155;1,740,949,846.00;0;21,000,000.00;308,795,058.00
1001;3092008;12;15;27;37;51;60;0;0;87;2,208,442.00;7074;2716;2,094,881,714.00;0;25,000,000.00;359,356,754.00
1002;6092008;3;7;25;31;40;58;1;2,488,098,857.00;174;1,226,786.00;10015;21314;0;0;1,500,000.00;415,530,633.00
1003;10092008;5;10;16;23;26;27;1;16,095,249.00;86;1,015,979.00;5694;15345;0;0;1,500,000.00;438,523,847.00
1004;13092008;29;40;43;44;45;47;0;0;34;2,773,208.00;2419;38979;105,520,548.00;0;13,000,000.00;463,336,762.00
1005;17092008;4;6;12;37;41;42;1;1,298,945,154.00;67;1,974,863.00;5871;22537;0;0;1,500,000.00;498,156,717.00
1006;20092008;2;4;17;33;48;55;1;167,526,009.00;136;668,696.00;5935;15323;0;0;1,500,000.00;522,089,005.00
1007;24092008;4;27;36;37;49;52;0;0;46;174,944.00;2884;27904;148,242,065.00;0;3,500,000.00;543,266,444.00
1008;27092008;7;13;15;34;42;48;0;0;159;633,447.00;8123;124;333,775,169.00;0;5,000,000.00;569,771,174.00
1009;1102008;1;6;12;29;34;58;2;259,182,561.00;111;902,757.00;5083;19714;0;0;8,000,000.00;596,141,168.00
1010;4102008;2;3;13;37;46;54;0;0;61;1,848,752.00;4679;24102;792,080,717.00;0;10,000,000.00;625,818,506.00
1011;8102008;2;11;21;30;35;52;0;0;113;1,099,946.00;3889;3196;1,021,043,201.00;0;12,500,000.00;658,527,433.00
1012;11102008;14;19;40;47;55;58;0;0;43;3,425,051.00;3755;39221;1,292,343,248.00;0;16,000,000.00;697,284,583.00
1013;15102008;7;9;12;19;20;41;1;1,566,836,792.00;178;83,714.00;10125;14717;0;0;1,600,000.00;736,497,948.00
1014;18102008;8;9;25;41;57;60;0;0;65;1,376,077.00;3861;23166;885,904,904.00;0;11,000,000.00;760,036,116.00
1015;22102008;3;8;17;26;28;49;0;0;110;111,115.00;8105;15081;1,111,058,981.00;0;14,000,000.00;792,200,986.00
1016;25102008;5;9;11;20;25;60;1;1,381,440,997.00;174;843,556.00;9476;15489;0;0;1,600,000.00;830,826,991.00
1017;29102008;6;19;31;34;51;56;0;0;36;2,198,086.00;2885;27429;145,767,769.00;0;3,000,000.00;851,650,959.00
1018;1112008;9;24;44;51;55;58;0;0;35;2,946,479.00;4170;24731;335,738,115.00;0;5,000,000.00;878,789,581.00
1019;5112008;4;13;23;29;46;47;0;0;77;1,408,412.00;6124;17709;1,183,596,599.00;0;15,000,000.00;907,328,466.00
1020;8112008;1;2;19;32;39;52;0;0;56;2,792,081.00;4646;33654;1,471,621,854.00;0;18,000,000.00;948,474,933.00
1021;12112008;2;33;42;43;51;55;1;1,781,964,297.00;46;3,662,426.00;4247;39669;0;0;1,500,000.00;992,809,569.00
1022;16112008;5;21;31;39;40;56;0;0;21;3,151,219.00;1505;4397;121,902,412.00;0;3,000,000.00;1,010,224,201.00
1023;19112008;2;7;8;18;40;45;0;0;65;1,498,007.00;4937;19723;301,269,111.00;0;5,000,000.00;1,035,848,018.00
1024;22112008;18;22;28;29;39;53;0;0;23;4,867,751.00;2722;41131;120,262,991.00;0;15,000,000.00;1,065,310,722.00
1025;26112008;10;27;28;29;40;52;0;0;34;4,409,709.00;3705;40467;1,478,816,928.00;0;18,000,000.00;1,104,766,011.00
1026;29112008;6;10;17;33;51;53;0;0;92;1,960,034.00;7192;25073;1,810,991,047.00;0;22,000,000.00;1,152,219,458.00
1027;3122008;18;20;33;44;47;60;0;0;112;1,903,109.00;6992;30485;2,203,632,369.00;0;26,000,000.00;1,208,311,077.00
1028;6122008;20;26;34;51;52;54;0;0;66;3,941,599.00;5453;47707;2,682,847,785.00;0;32,000,000.00;1,276,770,424.00
1029;10122008;5;16;17;20;24;32;1;3,227,134,711.00;262;1,127,748.00;17979;16434;0;0;15,000,000.00;1,354,525,702.00
1030;13122008;1;8;23;37;54;57;0;0;123;1,293,802.00;7495;21233;1,565,694,129.00;0;19,000,000.00;1,396,404,025.00
1031;17122008;24;33;40;43;46;49;1;1,906,746,374.00;59;3,138,011.00;5508;33614;0;0;1,600,000.00;1,445,125,775.00
1032;20122008;15;16;26;29;43;57;0;0;49;2,206,382.00;3682;29363;199,154,991.00;0;4,000,000.00;1,473,576,489.00
1033;24122008;5;6;17;33;39;54;0;0;83;1,366,229.00;6445;17595;408,044,178.00;0;6,000,000.00;1,503,417,804.00
1034;27122008;1;3;18;20;42;49;0;0;61;1,954,837.00;4635;25727;2,955,702,704.00;0;35,000,000.00;2,955,702,704.00
1035;31122008;1;11;26;51;59;60;0;0;289;1,402,804.00;19044;21288;3,702,511,094.00;0;45,000,000.00;106,686,915.00
1036;3012009;10;27;36;39;41;52;1;4,455,037,027.00;177;2,307,989.00;11703;34907;0;0;2,000,000.00;214,190,621.00
1037;7012009;4;36;44;46;53;56;0;0;27;4,132,723.00;3108;35902;205,548,611.00;19,059,299.00;4,300,000.00;24,355,471.00
1038;10012009;6;7;28;35;43;51;0;0;80;1,689,425.00;5438;24854;454,516,559.00;0;7,500,000.00;279,121,561.00
1039;14012009;2;20;24;27;36;52;0;0;96;1,555,592.00;6631;22521;2,130,661,742.00;0;25,000,000.00;318,420,715.00
1040;17012009;1;6;28;39;44;55;0;0;66;3,173,853.00;6431;32573;2,516,535,454.00;0;30,000,000.00;373,545,532.00
1041;21012009;10;12;36;44;54;57;1;2,937,214,791.00;82;2,784,985.00;8071;28295;0;0;1,500,000.00;433,642,582.00
1042;24012009;13;18;25;30;46;51;0;0;79;1,362,716.00;4761;22612;198,311,038.00;0;4,500,000.00;461,972,732.00
1043;28012009;14;21;25;48;51;60;0;0;35;3,311,591.00;3197;36255;411,821,461.00;0;7,000,000.00;492,474,223.00
1044;31012009;10;11;13;35;39;58;0;0;79;1,758,908.00;6346;21896;1,594,517,995.00;0;20,000,000.00;529,040,989.00
1045;4022009;1;5;6;17;31;50;0;0;102;1,754,175.00;8623;2075;1,924,118,243.00;0;23,000,000.00;57,612,674.00
1046;7022009;28;40;42;54;55;57;1;2,303,154,381.00;49;4,199,234.00;4875;42208;0;351,457,645.00;1,500,000.00;630,274,762.00
1047;11022009;1;2;8;10;14;48;0;0;148;63,094.00;8110;11514;172,014,114.00;0;3,500,000.00;654,848,208.00
1048;14022009;3;16;21;28;38;57;1;390,108,876.00;70;1,691,347.00;4990;23726;0;0;1,700,000.00;686,004,604.00
1049;18022009;2;5;17;29;34;52;1;163,605,081.00;143;621,078.00;6295;14109;0;0;10,000,000.00;709,376,761.00
1050;21022009;14;24;26;33;45;60;0;0;66;1,854,947.00;4590;26673;1,018,999,898.00;0;12,000,000.00;741,594,268.00
1051;25022009;7;10;11;13;43;57;0;0;66;1,189,394.00;5281;14865;1,163,605,115.00;0;14,000,000.00;762,252,157.00
1052;28022009;8;11;15;16;52;57;1;1,455,786,534.00;77;2,059,907.00;5743;27618;0;270,922,435.00;1,500,000.00;803,992,361.00
1053;4032009;15;27;34;42;49;53;1;162,965,034.00;112;789,882.00;4385;20175;0;0;1,500,000.00;827,273,082.00
1054;7032009;13;14;18;27;41;60;0;0;37;2,609,287.00;3567;27066;80,837,463.00;0;10,000,000.00;852,679,298.00
1055;11032009;12;15;16;20;27;32;2;527,383,335.00;86;1,555,299.00;6311;21194;0;0;1,500,000.00;887,878,162.00
1056;14032009;6;8;38;50;53;59;1;187,239,732.00;23;4,419,323.00;2350;43253;0;0;1,600,000.00;914,626,697.00
1057;18032009;2;3;4;15;49;59;0;0;46;1,877,207.00;3923;22012;159,068,529.00;0;3,000,000.00;937,350,773.00
1058;21032009;18;20;24;45;51;57;1;367,170,967.00;50;2,259,398.00;3853;2932;0;0;1,800,000.00;967,079,694.00
1059;25032009;1;12;14;16;37;45;1;160,078,397.00;63;137,936.00;4089;21252;0;0;8,000,000.00;989,948,038.00
1060;28032009;1;3;16;18;41;42;1;828,716,348.00;60;2,033,307.00;5220;23371;0;0;1,500,000.00;1,022,052,885.00
1061;1042009;9;21;23;30;41;56;0;0;29;2,979,004.00;2579;33498;159,141,512.00;0;3,500,000.00;1,044,787,388.00
1062;4042009;2;8;23;33;37;55;0;0;114;996,704.00;6442;17638;368,449,268.00;0;6,000,000.00;1,074,688,498.00
1063;8042009;1;22;44;47;49;50;0;0;68;1,777,643.00;4202;28767;591,122,482.00;0;8,000,000.00;1,106,498,958.00
1064;11042009;4;16;19;28;29;49;0;0;74;1,569,966.00;5517;21058;1,452,478,916.00;0;17,000,000.00;1,137,071,978.00
1065;15042009;7;19;30;39;43;57;0;0;72;2,359,692.00;6501;26134;1,765,448,548.00;0;21,000,000.00;1,181,781,926.00
1066;18042009;6;10;25;32;43;49;0;0;115;1,820,545.00;8153;25679;2,151,116,579.00;0;25,000,000.00;1,236,877,361.00
1067;22042009;4;10;14;25;28;56;0;0;172;1,176,229.00;10795;26773;2,523,795,447.00;0;30,000,000.00;1,290,117,201.00
1068;25042009;25;27;44;47;48;57;0;0;146;1,926,405.00;10795;3722;3,041,896,933.00;0;36,000,000.00;1,364,131,701.00
1069;29042009;9;17;28;45;49;53;1;3,640,042,515.00;275;1,180,755.00;16287;2848;0;0;17,000,000.00;1,449,581,071.00
1070;2052009;5;8;16;23;41;53;2;812,083,345.00;302;447,833.00;8729;22134;0;0;1,500,000.00;1,485,172,031.00
1071;6052009;5;7;37;43;53;54;0;0;56;1,750,853.00;3846;36419;180,614,313.00;0;4,000,000.00;1,510,974,078.00
1072;9052009;9;18;19;43;47;54;0;0;47;2,718,635.00;4915;37138;415,990,854.00;0;7,000,000.00;1,544,599,299.00
1073;13052009;8;25;32;34;36;44;0;0;66;2,035,635.00;5305;36179;663,481,163.00;0;9,000,000.00;1,579,955,059.00
1074;16052009;3;10;23;29;47;50;0;0;111;1,383,094.00;7099;30894;1,697,697,012.00;0;20,000,000.00;1,620,355,966.00
1075;20052009;10;12;16;21;39;53;0;0;119;1,584,568.00;7179;37522;2,045,051,001.00;0;25,000,000.00;1,669,977,966.00
1076;23052009;4;10;19;32;33;42;0;0;102;2,144,245.00;8656;36096;2,447,943,211.00;0;30,000,000.00;1,727,533,996.00
1077;27052009;5;6;9;11;18;37;2;1,448,608,842.00;300;812,973.00;19219;18128;0;41,658,547.00;2,000,000.00;1,791,716,064.00
1078;30052009;3;6;34;41;43;45;0;0;47;2,250,773.00;3645;4146;194,869,528.00;1,806,909,125.00;4,000,000.00;1,819,554,569.00
1079;3062009;5;12;24;28;36;37;1;403,349,958.00;150;754,501.00;8339;19388;0;1,933,114,925.00;12,000,000.00;184,933,749.00
1080;6062009;11;18;20;34;41;56;0;0;59;2,430,519.00;4152;49339;1,271,677,749.00;2,449,389,775.00;16,000,000.00;1,887,074,501.00
1081;10062009;9;16;24;29;52;56;0;0;109;1,636,033.00;7213;35318;1,600,175,839.00;3,045,967,225.00;20,000,000.00;19,340,028.00
1082;13062009;4;17;38;40;50;55;0;0;63;2,893,766.00;5460;47699;1,936,005,018.00;311,394,405.00;23,000,000.00;1,981,978,399.00
1083;17062009;10;20;23;28;42;43;0;0;70;3,195,608.00;6647;48075;2,348,070,304.00;3,820,836,075.00;28,000,000.00;2,040,844,869.00
1084;20062009;5;20;29;33;40;59;0;0;108;2,324,093.00;7731;46381;3,943,708,895.00;4,287,302,075.00;45,000,000.00;2,106,898,041.00
1085;24062009;12;21;39;40;50;55;0;0;81;4,400,086.00;7674;66347;4,600,247,988.00;6,087,696,125.00;55,000,000.00;2,200,689,341.00
1086;27062009;2;4;6;10;23;45;4;139,040,652.00;954;547,055.00;52159;14293;0;8,914,286,675.00;2,000,000.00;233,802,907.00
1087;1072009;3;20;28;32;36;46;0;0;58;2,038,065.00;4426;38153;217,751,176.00;2,019,077,025.00;4,000,000.00;2,369,136,383.00
1088;4072009;6;24;31;35;42;57;0;0;78;192,453.00;5886;36433;494,275,779.00;2,564,048,025.00;8,000,000.00;2,408,639,899.00
1089;8072009;2;18;20;32;37;48;0;0;93;1,726,331.00;6101;37593;2,303,586,057.00;274,229,165.00;27,000,000.00;245,088,956.00
1090;11072009;9;20;24;36;40;42;0;0;175;1,282,074.00;10325;31042;2,716,886,047.00;383,228,475.00;32,000,000.00;2,509,932,418.00
1091;15072009;17;23;24;27;49;56;0;0;146;1,882,158.00;12471;31478;3,223,087,561.00;4,693,705,275.00;38,000,000.00;2,582,246,922.00
1092;18072009;1;9;30;33;34;40;0;0;130;2,532,241.00;11224;41898;3,829,492,587.00;5,622,832,775.00;45,000,000.00;2,668,876,213.00
1093;22072009;19;23;27;38;41;49;0;0;299;1,384,547.00;18464;32029;4,592,086,695.00;707,108,115.00;56,000,000.00;277,781,823.00
1094;25072009;9;10;21;36;41;48;1;5,586,319,302.00;211;2,557,945.00;18534;41601;0;9,218,927,025.00;25,000,000.00;2,919,851,462.00
1095;29072009;10;16;21;23;27;36;0;0;168;1,233,922.00;10462;28306;2,445,298,689.00;354,081,945.00;29,000,000.00;2,974,403,801.00
1096;1082009;3;13;14;16;41;52;0;0;102;265,374.00;9766;39595;2,943,922,573.00;4,623,442,425.00;35,000,000.00;3,045,635,786.00
1097;5082009;1;17;21;33;48;56;1;3,490,767,159.00;242;1,226,688.00;13115;32335;0;5,070,564,275.00;2,000,000.00;3,123,756,443.00
1098;8082009;11;20;21;30;50;52;1;265,651,977.00;49;2,943,083.00;3434;59992;0;2,463,232,625.00;2,500,000.00;3,161,706,726.00
1099;12082009;14;31;35;38;44;55;0;0;42;302,985.00;3392;53594;1,445,924,292.00;2,173,588,375.00;17,000,000.00;3,195,194,549.00
1100;15082009;7;17;18;33;41;42;0;0;119;1,695,003.00;10353;27832;1,817,486,735.00;3,445,277,325.00;23,000,000.00;3,248,274,898.00
1101;19082009;6;7;10;12;24;57;1;2,231,011,655.00;284;79,044.00;17901;17914;0;38,343,704.00;2,000,000.00;3,307,349,888.00
1102;22082009;9;11;23;35;46;51;0;0;83;155,345.00;5695;32343;237,514,254.00;2,202,328,275.00;5,000,000.00;3,341,280,497.00
1103;26082009;10;19;28;41;55;56;0;0;47;29,544.00;5696;34825;493,303,092.00;2,371,777,625.00;8,000,000.00;3,377,821,762.00
1104;29082009;2;3;6;35;49;58;0;0;95;1,786,729.00;6982;34729;1,806,080,499.00;28,992,726.00;21,000,000.00;3,422,489,983.00
1105;2092009;1;15;28;43;50;57;1;2,187,820,224.00;135;1,535,038.00;7144;41439;0;35,396,452.00;2,000,000.00;3,477,024,231.00
1106;5092009;4;15;43;47;50;60;0;0;37;3,192,448.00;3139;53757;217,590,527.00;2,017,587,425.00;5,000,000.00;3,508,108,593.00
1107;9092009;3;9;20;36;53;54;0;0;85;1,481,961.00;6294;28591;449,634,433.00;21,516,050.00;7,000,000.00;3,541,257,723.00
1108;12092009;7;9;39;43;44;60;0;0;71;2,440,373.00;5791;42742;768,809,588.00;29,595,212.00;12,000,000.00;3,586,854,175.00
1109;16092009;6;8;11;14;29;52;0;0;141;1,281,467.00;8371;30835;2,034,072,512.00;30,862,658.00;24,000,000.00;3,634,403,343.00
1110;19092009;6;14;26;28;42;45;2;1,234,307,759.00;217;1,087,072.00;11277;29883;0;40,292,586.00;2,000,000.00;3,696,480,917.00
1111;23092009;4;9;25;32;33;43;1;210,092,815.00;52;2,193,277.00;5266;30939;0;19,480,656.00;2,000,000.00;3,726,494,178.00
1112;26092009;4;32;34;43;52;58;0;0;43;2,808,309.00;3283;52546;222,447,604.00;20,626,242.00;5,000,000.00;3,758,272,409.00
1113;30092009;3;6;29;36;47;59;2;232,115,861.00;82;1,600,662.00;5947;31529;0;22,419,202.00;2,000,000.00;3,792,812,999.00
1114;3102009;3;15;16;22;25;54;1;231,056,374.00;65;1,929,702.00;5054;35454;0;21,424,482.00;11,000,000.00;3,825,821,054.00
1115;7102009;18;30;37;41;44;50;0;0;26;5,658,975.00;3005;69946;1,113,272,977.00;25,131,470.00;14,000,000.00;3,864,540,353.00
1116;10102009;4;9;13;17;20;47;1;1,454,587,049.00;259;715,385.00;14186;18658;0;31,648,022.00;2,000,000.00;3,913,299,507.00
1117;14102009;1;6;17;27;35;40;0;0;36;2,626,986.00;3143;42985;174,210,623.00;16,153,514.00;4,000,000.00;393,818,674.00
1118;17102009;8;20;21;43;44;55;0;0;30;446,405.00;2965;64524;420,908,096.00;22,874,788.00;7,000,000.00;3,973,429,239.00
1119;21102009;10;34;41;44;45;54;0;0;22;6,115,609.00;2684;71611;1,474,014,218.00;22,981,012.00;18,000,000.00;4,008,835,392.00
1120;24102009;7;35;40;44;50;55;0;0;63;3,074,197.00;4116;6722;1,830,782,945.00;33,081,040.00;22,000,000.00;4,059,802,355.00
1121;28102009;4;17;18;54;56;59;1;2,202,347,444.00;94;2,145,813.00;6105;47199;0;34,452,964.00;2,000,000.00;4,112,882,998.00
1122;31102009;26;44;46;49;55;56;0;0;20;5,627,034.00;2425;66297;207,311,788.00;19,222,788.00;4,000,000.00;4,142,498,969.00
1123;4112009;4;14;19;39;45;60;0;0;51;206,749.00;3386;44486;401,547,076.00;18,010,282.00;6,000,000.00;4,170,246,869.00
1124;7112009;7;11;16;18;33;49;0;0;122;1,211,047.00;7528;28037;1,555,000,571.00;25,236,404.00;20,000,000.00;4,209,127,837.00
1125;11112009;3;7;29;33;42;56;1;1,909,373,219.00;263;731,459.00;11744;234;0;32,858,866.00;2,500,000.00;4,259,752,504.00
1126;14112009;4;31;42;52;57;59;0;0;21;5,501,903.00;2186;75506;212,836,763.00;19,735,086.00;5,000,000.00;4,290,157,757.00
1127;18112009;5;8;14;24;29;30;3;146,387,535.00;152;808,307.00;7135;24599;0;20,985,848.00;2,000,000.00;4,322,490,021.00
1128;21112009;8;16;24;39;52;60;1;190,380,992.00;43;2,403,481.00;3389;43565;0;17,652,896.00;2,000,000.00;4,349,687,307.00
1129;25112009;12;17;19;32;47;55;0;0;75;1,293,306.00;4068;34063;909,455,471.00;16,567,972.00;12,000,000.00;4,375,213,084.00
1130;28112009;5;18;23;32;49;54;0;0;279;575,146.00;9245;24795;1,205,050,292.00;27,408,748.00;15,000,000.00;4,417,440,916.00
1131;2122009;1;8;16;34;36;49;0;0;119;1,672,824.00;7753;3668;1,571,750,875.00;34,001,962.00;20,000,000.00;4,469,826,716.00
1132;5122009;12;27;30;33;52;55;0;0;104;2,159,412.00;7799;41136;198,544,861.00;38,359,728.00;24,000,000.00;4,528,926,393.00
1133;9122009;5;10;16;21;39;58;1;2,387,844,659.00;111;196,796.00;8648;36084;0;37,311,790.00;2,500,000.00;4,586,411,544.00
1134;12122009;9;22;29;36;51;56;0;0;53;2,380,649.00;3770;47811;1,307,796,472.00;21,551,532.00;16,000,000.00;4,619,615,341.00
1135;16122009;4;5;6;19;23;39;1;1,627,057,171.00;127;1,364,669.00;9233;26815;0;29,603,144.00;2,000,000.00;4,665,224,014.00
1136;19122009;7;31;32;34;37;43;0;0;41;3,031,649.00;4242;41859;228,969,256.00;21,230,956.00;5,000,000.00;469,793,391.00
1137;22122009;19;21;25;28;43;50;0;0;33;2,571,212.00;2763;4387;385,271,838.00;14,493,008.00;6,000,000.00;4,720,262,851.00
1138;24122009;2;4;15;18;25;36;0;0;118;949,916.00;6796;23562;591,753,551.00;19,145,820.00;7,500,000.00;4,749,760,238.00
1139;26122009;9;28;31;36;37;42;0;0;25;3,174,814.00;2049;55337;6,173,149,311.00;13,557,048.00;120,000,000.00;6,173,149,311.00
1140;31122009;10;27;40;46;49;58;2;7,245,074,746.00;734;3,472,423.00;55988;65033;0;435,346,884.00;1,500,000.00;0
1141;2012010;9;37;40;50;58;60;0;0;6;5,474,835.00;683;68707;60,511,335.00;5,610,856.00;2,000,000.00;8,644,479.00
1142;6012010;3;15;26;28;31;58;0;0;66;1,534,772.00;3640;39754;247,107,268.00;17,301,930.00;5,000,000.00;35,301,042.00
1143;9012010;3;30;35;44;47;60;0;0;52;2,443,256.00;3686;4924;481,145,435.00;21,700,966.00;7,000,000.00;68,735,067.00
1144;13012010;1;10;18;19;44;49;0;0;92;1,409,042.00;6105;30333;1,172,475,392.00;22,142,094.00;15,000,000.00;102,848,725.00
1145;16012010;3;16;19;24;33;60;1;1,483,672,573.00;129;1,309,579.00;8734;27631;0;28,855,462.00;2,000,000.00;147,305,466.00
1146;20012010;6;10;28;33;34;53;0;0;53;180,108.00;3641;37453;175,842,303.00;16,304,810.00;4,000,000.00;172,425,797.00
1147;23012010;6;23;31;33;39;52;0;0;30;4,073,225.00;3040;57423;400,941,581.00;20,872,116.00;7,000,000.00;204,582,837.00
1148;27012010;27;28;29;32;48;55;0;0;37;3,311,663.00;3792;46161;626,657,592.00;20,929,302.00;9,000,000.00;236,827,983.00
1149;30012010;7;8;23;36;46;54;0;0;91;165,673.00;6998;30776;1,668,453,721.00;25,751,354.00;20,000,000.00;276,502,319.00
1150;3022010;15;17;28;31;35;52;0;0;58;3,042,246.00;5033;50083;1,993,493,677.00;30,139,020.00;24,000,000.00;3,229,366.00
1151;6022010;1;4;14;21;25;51;0;0;101;2,045,788.00;7455;39594;2,374,117,941.00;35,293,022.00;28,000,000.00;377,311,497.00
1152;10022010;14;20;29;36;44;47;0;0;99;2,194,052.00;6884;45075;2,774,243,813.00;37,101,290.00;32,000,000.00;434,472,337.00
1153;13022010;6;17;19;34;46;55;0;0;148;1,670,638.00;9655;36584;322,971,246.00;42,232,896.00;34,000,000.00;499,539,288.00
1154;17022010;4;12;14;21;26;28;0;0;141;1,083,751.00;8206;26602;4,669,501,702.00;26,100,894.00;52,000,000.00;539,752,151.00
1155;20022010;20;28;40;41;51;58;0;0;76;4,766,853.00;6061;85389;5,336,861,037.00;61,880,258.00;61,000,000.00;635,089,201.00
1156;24022010;9;24;31;44;48;49;0;0;210;2,143,257.00;15420;41697;616,596,312.00;76,877,700.00;70,000,000.00;753,532,358.00
1157;27022010;9;29;41;43;46;49;4;1,817,969,401.00;248;242,078.00;19079;44952;0;102,544,866.00;2,500,000.00;911,520,142.00
1158;3032010;23;30;31;54;55;60;0;0;38;3,365,871.00;2442;74823;235,610,985.00;21,846,804.00;5,000,000.00;945,178,855.00
1159;6032010;5;6;34;46;53;55;0;0;72;2,394,993.00;7628;32294;2,536,806,886.00;29,453,948.00;30,000,000.00;990,557,666.00
1160;10032010;1;3;5;18;40;48;1;2,988,780,473.00;118;2,079,297.00;10504;33369;0;41,908,820.00;2,000,000.00;1,055,125,323.00
1161;13032010;4;7;42;47;48;51;0;0;43;3,075,291.00;4214;44829;243,595,408.00;22,587,152.00;5,000,000.00;1,089,924,669.00
