Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada
708;22102005;7;9;13;39;45;47;0;0;102;656,735.00;5998;11126;117,227,179.00;0;0;0
709;26102005;4;6;9;22;29;44;0;0;106;588,147.00;5202;11939;11,276,978.00;0;0;0
710;29102005;5;25;34;39;46;49;0;0;48;2,148,328.00;4608;22294;1,308,157,314.00;0;0;0
711;5112005;5;10;33;40;41;59;0;0;79;1,811,811.00;5840;24416;1,558,640,201.00;0;0;0
712;9112005;7;8;35;43;53;58;0;0;97;1,212,215.00;5637;20781;1,764,413,619.00;0;0;0
713;12112005;1;12;16;26;46;54;0;0;67;2,043,881.00;5838;23368;2,004,058,654.00;0;0;0
714;16112005;7;8;17;35;39;53;0;0;113;976,645.00;10955;10036;2,961,113,496.00;0;0;0
715;19112005;4;12;24;33;36;54;3;1,082,580,933.00;237;691,089.00;13134;12424;0;0;0;0
716;23112005;2;7;16;29;32;50;1;94,538,275.00;37;1,460,051.00;2512;21425;0;0;0;0
717;26112005;6;17;23;28;35;41;0;0;68;895,676.00;3816;159;106,585,506.00;0;0;0
718;30112005;7;21;33;35;39;58;0;0;41;1,375,923.00;2893;19426;205,307,987.00;0;0;0
719;3122005;3;32;37;39;47;53;0;0;63;12,737.00;3553;225;864,948,479.00;0;0;0
720;7122005;12;31;44;51;54;56;0;0;20;4,565,899.00;2606;34909;1,024,754,936.00;0;0;0
721;10122005;3;14;23;25;36;55;0;0;99;1,102,533.00;6723;16175;1,215,768,832.00;0;0;0
722;14122005;9;18;36;44;57;60;0;0;85;1,270,405.00;5334;20168;1,404,741,526.00;0;0;0
723;17122005;1;6;16;36;50;52;0;0;49;2,524,204.00;4000;30805;1,621,192,028.00;0;0;0
724;21122005;17;27;34;48;51;55;0;0;102;1,253,787.00;6190;20582;2,545,024,643.00;0;0;0
725;31122005;3;9;35;37;41;49;2;1,581,598,763.00;343;1,029,859.00;20451;17208;0;0;0;0
726;4012006;1;5;7;37;40;47;0;0;35;1,545,949.00;2838;18994;94,689,369.00;0;0;0
727;7012006;4;12;14;30;42;59;0;0;29;2,500,846.00;2688;26879;221,607,286.00;0;0;0
728;11012006;8;13;24;32;42;44;0;0;81;857,531.00;5381;12859;343,162,225.00;0;0;0
729;14012006;5;18;33;43;56;57;1;49,695,199.00;51;1,723,134.00;5041;17367;0;0;0;0
730;18012006;2;15;16;45;50;54;0;0;34;2,341,297.00;2824;28082;935,824,967.00;0;0;0
731;21012006;6;15;16;23;28;35;0;0;88;1,155,463.00;6659;15212;1,113,766,234.00;0;0;0
732;25012006;6;17;19;49;50;53;0;0;65;1,461,054.00;4196;22548;1,279,961,164.00;0;0;0
733;28012006;2;12;26;31;43;46;0;0;67;1,673,798.00;5110;21863;147,621,396.00;0;0;0
734;1022006;27;29;43;44;45;54;1;1,672,656,998.00;58;19,354.00;3984;28069;0;0;0;0
735;4022006;9;15;38;40;42;52;0;0;33;2,716,391.00;3043;29347;782,685,328.00;0;0;0
736;8022006;1;21;38;41;49;56;0;0;19;478,356.00;2190;41344;941,738,679.00;0;0;0
737;11022006;11;12;24;32;33;38;0;0;65;1,873,063.00;6267;19354;1,154,799,559.00;0;0;0
738;15022006;14;15;26;30;42;54;0;0;47;2,672,069.00;4178;29945;1,374,577,239.00;0;0;0
739;18022006;6;10;35;45;49;56;0;0;54;2,599,377.00;4723;29608;2,330,507,375.00;0;0;0
740;22022006;12;16;28;29;47;50;1;2,613,281,465.00;90;1,795,391.00;6943;23185;0;0;0;0
741;25022006;24;26;27;36;39;59;0;0;23;2,845,338.00;2133;30565;114,524,854.00;0;0;0
742;1032006;2;7;17;34;41;50;0;0;25;14,199.00;1622;21802;176,645,486.00;0;0;0
743;4032006;20;23;25;32;54;60;0;0;28;2,949,122.00;2762;29784;321,152,466.00;0;0;0
744;8032006;4;12;23;26;39;46;0;0;77;1,044,197.00;5387;1487;993,738,049.00;0;0;0
745;11032006;2;16;21;37;43;57;0;0;134;860,462.00;5262;2183;1,195,516,321.00;0;0;0
746;15032006;1;10;12;25;49;57;2;699,568,158.00;114;1,020,652.00;6686;17336;0;0;0;0
747;18032006;2;3;12;21;23;56;0;0;53;1,307,929.00;4363;15828;12,131,044.00;0;0;0
748;22032006;1;2;7;19;35;51;0;0;74;908,042.00;4519;14814;238,901,877.00;0;0;0
749;25032006;4;24;47;48;50;57;0;0;31;2,621,436.00;2669;30333;942,909,784.00;0;0;0
750;29032006;10;17;33;42;54;58;0;0;49;1,879,569.00;3799;24151;1,104,082,828.00;0;0;0
751;1042006;4;7;20;25;38;50;0;0;74;1,522,168.00;5579;20114;1,301,203,571.00;0;15,000,000.00;0
752;5042006;4;23;24;25;29;42;0;0;86;130,223.00;6849;1629;1,497,189,219.00;0;0;0
753;8042006;2;7;22;35;43;59;1;1,738,822,832.00;152;908,397.00;8630;1594;0;0;0;0
754;12042006;3;4;13;34;42;50;0;0;41;1,445,722.00;2827;20889;746,333,098.00;0;0;0
755;15042006;4;12;30;47;49;59;0;0;41;1,831,933.00;2977;25135;877,774,292.00;0;0;0
756;19042006;5;27;37;38;41;50;0;0;34;2,750,313.00;3135;29715;1,041,417,909.00;0;0;0
757;22042006;12;17;18;30;32;58;0;0;53;1,798,872.00;3448;27546;1,208,263,269.00;0;0;0
758;26042006;1;23;36;43;47;59;0;0;74;1,435,234.00;4910;21549;1,394,126,058.00;0;0;0
759;29042006;30;31;39;45;48;59;0;0;38;324,315.00;2588;4744;2,226,554,419.00;0;0;0
760;3052006;12;17;44;45;46;60;0;0;80;1,600,508.00;5517;2312;2,450,625,518.00;0;0;0
761;6052006;13;17;27;29;40;56;0;0;100;1,717,597.00;8936;19148;2,751,204,876.00;0;0;0
762;10052006;9;12;21;37;39;54;0;0;143;1,366,811.00;10120;1924;3,093,249,192.00;0;0;0
763;13052006;1;9;26;40;47;48;0;0;101;2,350,231.00;7655;30892;3,508,652,519.00;0;0;0
764;18052006;3;7;45;47;53;55;1;405,395,309.00;189;1,648,679.00;15290;20303;0;0;0;0
765;21052006;3;10;16;30;37;50;0;0;62;1,555,209.00;4336;22154;1,474,024,865.00;0;0;0
766;24052006;1;19;24;42;50;58;0;0;63;1,685,733.00;4477;23631;1,659,876,993.00;0;0;0
767;27052006;15;22;32;38;50;54;0;0;62;2,031,855.00;4419;284;1,880,333,188.00;0;0;0
768;31052006;4;8;30;33;37;59;1;2,102,443,031.00;93;136,473.00;6408;19731;0;0;0;0
769;3062006;12;16;20;21;29;50;0;0;49;1,438,206.00;3078;22808;78,081,496.00;0;0;0
770;7062006;4;12;25;34;35;48;0;0;68;1,370,365.00;5401;17188;943,888,288.00;0;0;0
771;10062006;14;21;29;34;46;47;0;0;69;1,508,983.00;4559;22753;1,126,097,964.00;0;0;0
772;14062006;10;35;38;51;52;60;0;0;66;134,763.00;5330;16625;1,281,749,236.00;0;15,000,000.00;0
773;17062006;3;5;14;29;34;51;0;0;58;164,547.00;4919;19329;1,448,764,471.00;0;0;0
774;21062006;5;10;37;46;54;58;1;1,631,907,108.00;64;1,635,203.00;4336;24045;0;0;0;0
775;24062006;12;27;42;46;47;50;0;0;30;2,555,959.00;3058;2498;742,110,815.00;0;0;0
776;28062006;3;15;35;41;57;60;0;0;56;1,354,361.00;3075;24572;874,838,229.00;0;0;0
777;1072006;2;14;23;28;50;56;0;0;80;1,074,673.00;3943;21722;1,025,292,338.00;0;12,000,000.00;0
778;5072006;20;31;36;37;45;51;0;0;21;4,278,584.00;1890;4736;1,182,530,287.00;0;0;0
779;8072006;25;26;29;36;52;54;0;0;26;3,958,032.00;3127;32785;1,901,690,607.00;0;0;0
780;12072006;7;10;28;50;51;59;0;0;43;2,675,456.00;3828;2994;2,103,018,672.00;0;0;0
781;15072006;8;10;13;39;54;56;0;0;66;1,980,951.00;5707;22822;2,331,818,527.00;0;0;0
782;19072006;2;11;23;35;42;59;0;0;144;927,041.00;7533;17655;2,565,432,684.00;0;0;0
783;22072006;4;8;21;32;43;48;1;2,824,462,432.00;140;1,057,264.00;8427;17499;0;0;0;0
784;26072006;8;27;37;42;53;56;0;0;27;203,638.00;2163;25324;824,069,517.00;0;0;0
785;29072006;5;8;17;35;37;48;1;977,097,943.00;126;694,006.00;6657;13087;0;0;0;0
786;2082006;10;11;26;27;31;41;0;0;19;2,570,008.00;1521;31983;85,452,784.00;0;0;0
787;5082006;20;31;34;37;54;60;0;0;40;1,692,247.00;1955;34493;203,910,064.00;0;0;0
788;9082006;17;19;29;31;44;57;0;0;62;1,076,388.00;3247;20475;32,069,815.00;0;0;0
789;12082006;6;31;38;39;50;60;0;0;13;6,248,248.00;1808;44756;902,755,948.00;0;0;0
790;16082006;2;6;19;22;28;43;0;0;71;1,171,734.00;5884;14086;104,834,391.00;0;0;0
791;19082006;9;14;19;35;42;58;1;1,221,221,394.00;114;866,554.00;5756;17097;0;0;0;0
792;23082006;9;29;34;43;45;56;0;0;32;1,584,465.00;1949;25917;88,730,041.00;0;0;0
793;26082006;3;15;16;33;51;57;0;0;62;1,038,712.00;3629;17679;201,430,206.00;0;0;0
794;30082006;3;38;42;47;55;56;0;0;15;3,700,671.00;1730;31966;739,314,445.00;0;0;0
795;2092006;14;21;26;29;36;48;0;0;76;110,292.00;4389;19027;886,002,816.00;0;0;0
796;6092006;5;19;24;34;39;43;0;0;80;99,749.00;4883;16281;1,025,651,412.00;0;0;0
797;9092006;6;12;47;48;52;58;0;0;66;1,256,642.00;3447;2397;1,170,793,501.00;0;0;0
798;13092006;3;4;9;29;32;52;0;0;48;1,961,077.00;4104;2285;1,335,523,988.00;0;0;0
799;16092006;19;29;35;42;55;57;0;0;56;1,933,065.00;4675;23069;2,086,142,908.00;0;0;0
800;20092006;1;7;11;37;38;56;0;0;44;2,641,164.00;4497;25744;2,289,512,515.00;0;0;0
801;23092006;11;19;20;22;42;48;0;0;73;1,940,693.00;5791;24372;2,537,436,034.00;0;0;0
802;27092006;6;14;18;24;48;60;0;0;117;122,878.00;8216;17432;2,789,028,763.00;0;0;0
803;30092006;3;5;10;21;28;57;0;0;193;899,304.00;12055;14344;309,276,879.00;0;0;0
804;4102006;3;13;37;47;56;59;1;3,417,220,225.00;134;1,383,588.00;9937;18588;0;0;0;0
805;7102006;2;30;36;43;48;60;0;0;62;1,442,843.00;3489;25542;1,107,317,939.00;0;0;0
806;12102006;18;26;35;41;47;60;0;0;50;1,851,881.00;3179;29017;1,269,357,474.00;0;0;0
807;14102006;2;8;27;32;49;56;0;0;130;726,248.00;6188;15201;1,434,578,999.00;0;0;0
808;18102006;2;15;21;31;46;57;0;0;44;2,444,608.00;3844;27876;1,622,813,827.00;0;0;0
809;21102006;5;11;15;23;25;30;0;0;121;858,238.00;7669;1349;2,414,385,718.00;0;0;0
810;25102006;1;4;5;33;37;48;0;0;75;1,750,565.00;6450;20279;2,644,147,282.00;0;30,000,000.00;0
811;28102006;10;28;32;41;47;57;2;1,459,790,239.00;89;1,768,431.00;5508;28467;0;0;0;0
812;1112006;11;13;38;39;54;57;0;0;57;969,624.00;2116;26021;96,719,974.00;0;0;0
813;4112006;9;15;23;45;46;56;0;0;43;1,464,797.00;3244;19343;206,945,959.00;0;0;0
814;8112006;2;8;11;41;46;50;0;0;37;1,844,244.00;2534;26827;920,329,018.00;0;0;0
815;11112006;9;19;37;39;50;57;0;0;56;1,752,889.00;3621;27006;1,092,112,158.00;0;0;0
816;16112006;20;21;30;40;47;52;0;0;21;3,970,811.00;1885;44069;1,238,039,481.00;0;0;0
817;18112006;10;29;30;34;43;52;0;0;27;3,436,435.00;2469;37437;1,400,411,017.00;0;16,000,000.00;0
818;22112006;8;9;22;25;41;44;0;0;58;1,686,513.00;4935;19747;1,571,592,016.00;0;0;0
819;25112006;5;19;25;46;51;58;0;0;105;111,329.00;5868;19846;238,746,627.00;0;0;0
820;29112006;10;17;21;32;45;46;2;1,304,632,038.00;82;1,545,629.00;5102;24747;0;0;0;0
821;2122006;4;29;33;36;38;42;0;0;37;1,746,293.00;3307;19464;11,307,248.00;0;0;0
822;6122006;4;10;17;27;41;52;0;0;31;1,993,152.00;2585;23813;221,200,951.00;0;0;0
823;9122006;1;15;26;51;54;59;0;0;22;3,518,077.00;2144;35962;356,646,883.00;0;0;0
824;13122006;6;7;9;20;33;48;0;0;53;1,475,339.00;5002;15573;1,004,400,479.00;0;0;0
825;16122006;10;21;28;40;41;47;0;0;52;1,945,375.00;4148;24296;1,181,429,588.00;0;0;0
826;19122006;6;7;8;27;45;53;0;0;68;918,818.00;3571;1743;1,290,768,909.00;0;0;0
827;21122006;18;24;30;42;51;56;0;0;47;2,102,173.00;4106;23972;1,463,672,567.00;0;0;0
828;23122006;23;28;38;42;50;53;0;0;29;4,011,462.00;3478;33321;1,667,254,256.00;0;0;0
829;31122006;10;14;32;47;50;56;0;0;162;183,112.00;10814;27327;3,030,645,518.00;0;0;0
830;3012007;2;13;41;49;51;53;0;0;94;2,413,505.00;7705;29334;3,427,667,077.00;0;0;0
831;6012007;3;32;33;42;48;50;0;0;117;317,161.00;12045;3069;4,077,054,192.00;0;0;0
832;10012007;15;17;23;33;39;49;1;5,280,731,717.00;510;1,348,658.00;37086;18477;0;0;0;0
833;13012007;13;16;46;53;57;58;0;0;40;1,940,881.00;2678;2888;135,861,666.00;0;0;0
834;17012007;10;16;17;34;44;51;1;282,032,356.00;42;1,988,717.00;3073;27078;0;0;0;0
835;20012007;18;31;33;49;57;58;0;0;40;2,889,386.00;4078;28234;2,010,913,083.00;0;0;0
836;24012007;17;22;28;38;52;59;0;0;64;2,098,159.00;4859;27531;2,245,906,962.00;0;0;0
837;27012007;5;6;16;24;34;60;1;2,506,747,309.00;73;2,041,803.00;6233;23823;0;0;0;0
838;31012007;9;23;30;38;44;47;0;0;41;1,625,665.00;2825;23505;116,641,458.00;0;0;0
839;3022007;7;8;11;18;37;43;0;0;77;1,109,288.00;5314;16013;954,838,811.00;0;0;0
840;7022007;17;29;31;35;43;59;0;0;94;1,160,323.00;5512;19713;1,145,711,869.00;0;0;0
841;10022007;7;22;32;36;38;51;0;0;67;1,865,613.00;5162;24123;1,364,454,997.00;0;0;0
842;14022007;7;9;30;44;51;60;0;0;58;2,116,539.00;4700;2602;1,579,283,751.00;0;0;0
843;17022007;1;16;34;36;45;48;0;0;68;1,991,421.00;5642;2391;1,816,262,875.00;0;0;0
844;24022007;16;24;34;44;54;57;0;0;91;1,884,639.00;7679;2225;2,946,072,237.00;0;0;0
845;28022007;14;19;20;40;48;52;0;0;67;2,627,783.00;5308;33043;3,254,179,804.00;0;0;0
846;3032007;2;3;44;47;50;54;0;0;82;2,462,143.00;6231;32279;3,607,497,392.00;0;0;0
847;7032007;14;15;27;42;44;48;1;4,048,438,884.00;242;1,041,184.00;14062;1785;0;0;0;0
848;10032007;17;27;32;34;47;56;1;135,104,904.00;90;857,809.00;4602;16713;0;0;0;0
849;14032007;8;9;39;44;49;58;0;0;33;2,040,837.00;2208;30387;1,085,951,156.00;0;0;0
850;17032007;7;22;25;44;59;60;0;0;117;969,008.00;6520;17322;1,284,355,594.00;0;0;0
851;21032007;3;16;19;32;35;58;3;496,631,244.00;177;663,561.00;7593;1541;0;0;0;0
852;24032007;6;14;23;34;38;44;0;0;42;1,605,124.00;3489;1925;117,976,612.00;0;0;0
853;28032007;30;38;46;51;56;59;0;0;17;4,328,728.00;1465;50041;246,756,279.00;0;0;0
854;31032007;3;17;24;25;27;44;0;0;88;1,015,039.00;7056;12611;979,511,503.00;0;0;0
855;4042007;3;24;31;42;43;53;0;0;59;1,696,653.00;3478;28673;1,154,690,914.00;0;0;0
856;7042007;11;15;40;41;42;47;0;0;37;2,567,852.00;2924;32371;1,320,959,304.00;0;0;0
857;11042007;2;3;17;49;50;59;0;0;71;1,712,648.00;4732;256;1,533,755,786.00;0;0;0
858;14042007;4;18;23;31;37;54;2;888,953,774.00;185;754,137.00;8821;15756;0;0;0;0
859;18042007;9;12;34;46;47;57;0;0;35;1,829,699.00;3275;1948;762,401,241.00;0;0;0
860;23042007;2;8;17;22;42;44;0;0;111;860,266.00;6853;13882;929,507,941.00;0;0;0
861;25042007;39;40;42;47;59;60;1;1,084,076,096.00;34;2,597,784.00;2296;38323;0;0;0;0
862;28042007;2;8;11;12;19;35;1;11,522,113.00;99;665,057.00;5632;11646;0;0;0;0
863;2052007;15;24;32;50;53;57;0;0;25;1,897,551.00;1454;32504;83,017,833.00;0;0;0
864;5052007;8;11;31;33;42;57;0;0;47;1,605,356.00;2926;2569;6,807,400.00;0;0;0
865;9052007;23;26;27;41;51;53;0;0;28;3,142,415.00;2694;32536;834,718,358.00;0;0;0
866;12052007;5;27;36;40;46;48;0;0;46;2,317,432.00;3704;28671;1,021,271,583.00;0;0;0
867;16052007;10;19;26;28;44;54;0;0;51;2,069,948.00;4381;24006;1,206,014,451.00;0;0;0
868;19052007;21;22;25;40;51;57;0;0;37;3,236,999.00;3453;34554;1,415,610,129.00;0;16,000,000.00;0
869;23052007;27;29;42;49;50;51;1;1,619,243,664.00;57;2,041,439.00;3912;29632;0;0;9,000,000.00;0
870;26052007;8;21;34;40;43;52;0;0;26;344,882.00;2923;30561;827,281,082.00;0;10,000,000.00;0
871;30052007;1;5;10;17;47;58;0;0;80;1,245,339.00;6225;15945;1,001,628,493.00;0;12,000,000.00;0
872;2062007;5;18;31;43;55;58;0;0;81;1,474,774.00;4636;2567;1,210,677,743.00;0;14,000,000.00;0
873;6062007;4;19;30;34;57;59;0;0;70;1,793,261.00;5051;24759;1,430,352,262.00;0;17,000,000.00;0
874;9062007;10;20;42;44;52;59;0;0;32;3,961,501.00;3024;41762;2,353,508,088.00;0;26,000,000.00;0
875;13062007;18;20;24;36;53;58;1;2,663,194,324.00;153;1,156,624.00;8240;21395;0;0;1,500,000.00;0
876;16062007;4;8;12;41;45;60;0;0;30;2,921,933.00;3847;227;153,401,485.00;0;3,000,000.00;0
877;20062007;13;15;20;28;31;36;0;0;69;1,444,064.00;4817;20607;327,772,223.00;0;5,000,000.00;0
878;23062007;11;12;37;38;43;54;0;0;33;2,997,093.00;3702;26616;50,085,433.00;0;7,000,000.00;0
879;27062007;10;28;29;35;42;46;0;0;45;2,199,508.00;3852;25598;1,376,745,424.00;0;16,000,000.00;0
880;30062007;25;30;37;46;49;51;0;0;46;2,815,403.00;4314;29907;160,338,537.00;0;18,000,000.00;0
881;4072007;4;18;24;43;51;56;0;0;99;143,367.00;6959;20319;1,851,768,608.00;0;22,000,000.00;0
882;7072007;17;41;42;44;45;60;1;2,149,298,224.00;81;2,098,974.00;6642;255;0;0;1,300,000.00;0
883;11072007;21;32;37;52;53;60;0;0;13;5,189,942.00;1494;44989;118,071,167.00;0;2,500,000.00;0
884;14072007;2;11;12;14;22;39;0;0;56;1,584,682.00;4752;18605;102,045,773.00;0;12,000,000.00;0
885;18072007;4;13;31;33;47;51;0;0;114;925,488.00;6503;16163;1,205,092,617.00;0;14,000,000.00;0
886;21072007;17;33;37;50;55;59;0;0;100;1,242,233.00;5764;2147;1,422,483,441.00;0;17,000,000.00;0
887;25072007;1;12;21;32;34;44;0;0;79;1,588,622.00;4885;25594;1,642,110,466.00;0;20,000,000.00;0
888;28072007;24;40;50;52;54;60;1;1,894,754,896.00;50;2,887,365.00;3672;39167;0;0;1,000,000.00;0
889;1082007;20;24;34;39;54;60;0;0;21;3,088,309.00;1733;37281;819,061,489.00;0;10,000,000.00;0
890;4082007;7;9;17;21;22;54;0;0;105;1,071,507.00;6983;16051;1,015,950,819.00;0;12,000,000.00;0
891;8082007;15;16;19;22;34;35;0;0;92;1,378,111.00;6400;19735;123,782,666.00;0;15,000,000.00;0
892;11082007;1;19;42;44;49;52;0;0;54;2,807,808.00;4782;31587;1,503,164,465.00;0;18,000,000.00;0
893;15082007;3;18;26;51;53;56;0;0;105;1,474,751.00;6595;23391;1,774,149,979.00;0;21,000,000.00;0
894;18082007;20;24;28;37;41;44;0;0;59;3,150,225.00;6653;27831;3,013,945,945.00;0;33,000,000.00;0
895;22082007;2;41;43;55;57;58;0;0;82;2,936,619.00;6473;3706;3,435,350,677.00;0;40,000,000.00;0
896;25082007;5;11;22;31;35;41;0;0;98;3,100,268.00;10769;28106;3,967,046,509.00;0;45,000,000.00;0
897;29082007;7;21;22;43;46;57;0;0;212;1,801,932.00;16644;22865;4,635,563,371.00;0;54,000,000.00;0
898;1092007;3;4;8;30;45;54;2;2,778,205,383.00;596;882,884.00;27120;19329;0;0;1,500,000.00;0
899;5092007;18;20;36;53;54;58;0;0;948;95179;3559;25257;2,086,736,142.00;0;24,000,000.00;0
900;8092007;4;18;21;34;38;59;1;2,333,475,292.00;89;15,842.00;6184;22714;0;0;1,500,000.00;0
901;12092007;13;16;32;33;34;56;0;0;100;938,113.00;5617;16639;164,169,841.00;0;3,500,000.00;0
902;15092007;18;23;50;52;55;58;0;0;68;1,723,757.00;3490;33459;369,296,985.00;0;6,000,000.00;0
903;19092007;5;17;20;32;41;55;0;0;62;193,464.00;4688;25489;57,920,543.00;0;8,000,000.00;0
904;22092007;32;44;48;51;53;59;0;0;72;1,887,408.00;4007;33786;1,576,845,893.00;0;18,000,000.00;0
905;26092007;2;4;15;16;55;57;1;1,840,550,318.00;89;1,693,126.00;6223;24123;0;0;1,500,000.00;0
906;29092007;7;14;24;29;35;39;1;158,311,571.00;49;1,846,199.00;4239;2126;0;0;1,500,000.00;0
907;3102007;9;36;37;41;51;53;0;0;25;3,208,072.00;2244;35605;140,353,154.00;0;3,000,000.00;0
908;6102007;1;9;19;25;50;52;0;0;120;866,071.00;6205;16686;322,228,126.00;0;5,000,000.00;0
909;10102007;17;22;26;28;38;42;0;0;48;2,130,142.00;4586;22211;1,160,571,534.00;0;14,000,000.00;0
910;13102007;3;15;27;29;36;53;0;0;107;1,061,833.00;6512;17381;1,359,399,794.00;0;16,000,000.00;0
911;17102007;1;6;28;29;46;49;1;1,598,177,255.00;63;2,165,782.00;5376;25284;0;0;1,500,000.00;0
912;20102007;4;19;21;26;29;54;0;0;62;134,121.00;4474;18516;145,521,296.00;0;3,000,000.00;0
913;24102007;14;30;36;38;46;59;1;291,578,213.00;27;3,091,151.00;2683;3099;0;0;1,200,000.00;0
914;27102007;9;12;23;33;45;51;0;0;64;1,240,606.00;4731;1672;759,041,967.00;0;10,000,000.00;0
915;31102007;17;20;26;28;48;49;1;944,826,816.00;44;2,412,791.00;3580;29543;0;0;1,500,000.00;0
916;3112007;5;28;33;36;37;38;0;0;144;464,818.00;3220;20709;117,134,129.00;0;2,500,000.00;0
917;7112007;23;25;30;46;47;59;0;0;61;1,413,349.00;3491;24603;268,009,197.00;0;4,000,000.00;0
918;10112007;4;8;12;38;44;52;0;0;135;759,136.00;6883;14833;447,355,036.00;0;6,000,000.00;0
919;14112007;3;25;31;41;43;60;0;0;37;2,844,193.00;3505;2991;1,215,303,242.00;0;14,000,000.00;0
920;17112007;5;17;24;52;55;57;0;0;94;1,265,772.00;6584;18004;1,423,522,659.00;0;16,000,000.00;0
921;21112007;1;9;35;41;48;57;0;0;62;213,952.00;4365;30275;1,655,660,548.00;0;20,000,000.00;0
922;24112007;12;13;19;41;45;49;0;0;136;1,182,104.00;8735;18336;1,937,001,434.00;0;22,000,000.00;0
923;28112007;2;15;39;50;53;57;0;0;90;1,937,044.00;6122;28368;2,242,085,789.00;0;26,000,000.00;0
924;1122007;2;20;21;27;51;60;0;0;90;2,208,188.00;7236;27361;3,571,712,733.00;0;40,000,000.00;0
925;5122007;8;22;36;37;46;52;1;4,062,861,364.00;132;2,126,185.00;10214;27374;0;0;1,200,000.00;0
926;8122007;21;33;34;40;41;59;0;0;24;3,559,969.00;2019;42158;149,518,673.00;0;3,000,000.00;0
927;12122007;19;23;26;31;33;36;0;0;45;2,051,791.00;3499;26288;311,097,195.00;0;5,000,000.00;0
928;15122007;4;10;32;33;49;60;1;507,702,942.00;43;2,612,701.00;4246;26359;0;182,300,805.00;1,000,000.00;0
929;19122007;16;27;35;39;49;57;0;0;42;1,809,416.00;3095;24461;941,451,905.00;0;11,000,000.00;0
930;22122007;20;28;37;46;49;55;0;0;73;183,449.00;5481;24381;117,580,794.00;0;16,000,000.00;0
931;31122007;7;17;19;34;36;39;0;0;245;939,397.00;14573;15793;1,578,574,206.00;0;20,000,000.00;0
932;5012008;2;17;21;36;42;53;1;1,968,565,501.00;196;1,137,001.00;10515;21194;0;0;1,300,000.00;0
933;9012008;8;14;25;39;45;51;0;0;66;1,171,222.00;3308;23368;135,276,106.00;0;3,000,000.00;0
934;12012008;1;3;21;25;44;48;0;0;55;1,728,983.00;5101;18642;1,250,836,608.00;0;15,000,000.00;0
935;16012008;7;13;18;29;31;45;0;0;243;539,661.00;10898;12033;1,480,327,465.00;0;17,000,000.00;0
936;19012008;5;14;22;29;33;44;2;869,913,789.00;144;1,029,763.00;9280;15979;0;0;1,200,000.00;0
937;23012008;2;21;22;30;41;52;0;0;20;3,641,365.00;1763;41309;12,744,778.00;0;3,000,000.00;0
938;26012008;15;27;35;50;57;59;0;0;39;2,340,666.00;3235;28218;287,198,233.00;0;5,000,000.00;0
939;30012008;6;19;23;37;49;50;0;0;103;921,678.00;5670;16743;1,126,417,477.00;0;13,500,000.00;0
940;2022008;5;25;31;33;37;51;0;0;109;1,163,512.00;6936;18285;1,348,357,363.00;0;15,000,000.00;0
941;6022008;10;11;15;27;53;60;0;0;37;2,020,651.00;3406;21951;1,479,194,507.00;0;16,000,000.00;0
942;9022008;5;8;18;42;52;59;0;0;73;2,089,058.00;5310;2872;1,746,071,685.00;0;20,000,000.00;0
943;13022008;3;12;23;41;47;58;1;2,049,836,641.00;116;1,496,379.00;7783;22302;0;0;1,100,000.00;0
944;16022008;16;37;43;52;58;59;0;0;21;3,843,228.00;2669;30239;9,017,085.00;0;11,000,000.00;0
945;20022008;4;8;27;44;54;59;0;0;118;997,416.00;6615;17792;1,107,674,893.00;0;13,000,000.00;0
946;23022008;1;5;12;47;52;59;0;0;92;150,298.00;6373;21697;1,349,654,646.00;0;16,000,000.00;0
947;27022008;3;5;11;14;33;58;1;1,603,542,427.00;95;1,527,145.00;8955;16201;0;0;1,500,000.00;0
948;1032008;22;41;44;46;52;54;0;0;30;2,717,727.00;2141;38081;142,680,641.00;0;3,000,000.00;0
949;5032008;1;23;41;44;51;52;0;0;28;315,809.00;2679;33008;1,011,184,901.00;0;12,000,000.00;0
950;8032008;23;41;42;48;49;59;0;0;43;3,011,109.00;3953;32754;1,237,770,864.00;0;15,000,000.00;0
951;12032008;14;24;34;39;49;55;0;0;41;3,396,992.00;3894;35767;1,481,505,033.00;0;17,000,000.00;0
952;15032008;2;11;18;27;30;54;0;0;132;1,194,728.00;7126;22131;1,757,487,051.00;0;20,000,000.00;0
953;19032008;1;16;39;42;48;55;1;2,050,995,137.00;71;2,362,238.00;5055;33179;0;0;1,200,000.00;0
954;22032008;5;8;18;24;33;57;0;0;81;784,836.00;5213;12195;933,436,734.00;0;11,000,000.00;0
955;26032008;5;12;21;32;33;35;2;567,896,392.00;90;1,284,801.00;6180;18711;0;0;1,200,000.00;0
956;29032008;46;47;51;54;57;59;1;138,510,995.00;38;2,082,872.00;2468;3207;0;0;1,300,000.00;0
957;2042008;24;25;32;34;50;57;0;0;24;3,024,728.00;2210;32848;12,703,855.00;0;2,500,000.00;0
958;5042008;7;13;22;33;48;51;3;97,820,514.00;269;353,528.00;8718;10909;0;0;1,300,000.00;0
